timestamp,vibration_level,temperature_C,pressure_PSI,flow_rate_m3h,failure
2024-01-01 00:00:00,0.759,72.578,132.31,46.273,1
2024-01-01 01:00:00,0.665,69.028,86.453,49.573,0
2024-01-01 02:00:00,0.586,59.683,78.205,37.306,1
2024-01-01 03:00:00,0.443,70.912,116.417,42.93,0
2024-01-01 04:00:00,0.443,69.129,117.884,45.265,0
2024-01-01 05:00:00,0.582,80.86,116.729,36.083,1
2024-01-01 06:00:00,0.61,74.197,87.077,36.947,1
2024-01-01 07:00:00,0.256,66.048,95.941,54.792,0
2024-01-01 08:00:00,0.557,77.233,122.21,43.895,1
2024-01-01 09:00:00,0.774,67.14,107.099,40.331,0
2024-01-01 10:00:00,0.566,67.581,83.735,50.64,0
2024-01-01 11:00:00,0.625,84.204,122.563,50.673,0
2024-01-01 12:00:00,0.705,69.769,105.267,42.703,0
2024-01-01 13:00:00,0.594,62.092,108.252,44.573,0
2024-01-01 14:00:00,0.547,78.097,92.96,40.27,0
2024-01-01 15:00:00,0.794,61.055,95.345,45.525,0
2024-01-01 16:00:00,0.768,80.955,88.08,37.401,1
2024-01-01 17:00:00,0.77,59.066,90.664,61.5,0
2024-01-01 18:00:00,0.823,60.351,83.639,59.453,0
2024-01-01 19:00:00,0.44,73.565,86.483,64.194,0
2024-01-01 20:00:00,0.465,81.68,85.153,37.431,1
2024-01-01 21:00:00,0.399,78.59,120.331,53.659,1
2024-01-01 22:00:00,0.546,63.889,89.624,42.534,0
2024-01-01 23:00:00,0.732,60.089,111.392,40.861,0
2024-01-02 00:00:00,0.582,55.815,70.09,57.69,0
2024-01-02 01:00:00,0.43,71.131,121.466,48.497,1
2024-01-02 02:00:00,0.634,70.072,88.373,40.138,0
2024-01-02 03:00:00,0.646,85.015,120.012,65.773,0
2024-01-02 04:00:00,0.354,59.972,103.774,54.351,0
2024-01-02 05:00:00,0.271,79.752,95.616,43.748,0
2024-01-02 06:00:00,0.441,78.653,92.915,42.273,0
2024-01-02 07:00:00,0.391,71.3,101.514,48.681,0
2024-01-02 08:00:00,0.277,71.0,108.684,52.406,0
2024-01-02 09:00:00,0.736,84.954,91.288,40.785,0
2024-01-02 10:00:00,0.352,77.944,132.175,55.395,1
2024-01-02 11:00:00,0.731,84.224,86.302,57.696,0
2024-01-02 12:00:00,0.239,66.425,80.346,47.146,0
2024-01-02 13:00:00,0.846,61.016,104.741,44.666,0
2024-01-02 14:00:00,0.544,66.758,138.097,41.317,1
2024-01-02 15:00:00,0.421,71.607,134.912,39.632,1
2024-01-02 16:00:00,0.204,81.872,86.96,43.099,0
2024-01-02 17:00:00,0.814,80.836,137.86,43.956,1
2024-01-02 18:00:00,0.672,76.468,115.423,57.856,0
2024-01-02 19:00:00,0.584,83.45,93.664,55.976,0
2024-01-02 20:00:00,0.427,80.141,84.885,61.858,0
2024-01-02 21:00:00,0.307,73.664,70.078,46.569,0
2024-01-02 22:00:00,0.723,81.067,124.516,35.524,1
2024-01-02 23:00:00,0.877,84.591,89.032,52.86,0
2024-01-03 00:00:00,0.474,85.028,112.266,40.909,0
2024-01-03 01:00:00,0.54,68.325,78.57,62.392,0
2024-01-03 02:00:00,0.794,57.897,76.823,64.851,0
2024-01-03 03:00:00,0.505,55.636,77.929,49.91,0
2024-01-03 04:00:00,0.264,81.881,119.135,44.773,1
2024-01-03 05:00:00,0.868,75.773,100.788,37.176,1
2024-01-03 06:00:00,0.414,74.563,92.753,48.947,0
2024-01-03 07:00:00,0.371,72.495,85.65,44.318,0
2024-01-03 08:00:00,0.423,63.469,82.027,62.87,0
2024-01-03 09:00:00,0.519,57.101,77.813,40.9,0
