timestamp,vibration_level,temperature_C,pressure_PSI,flow_rate_m3h,failure
2024-01-01 00:00:00,0.495,69.55,92.01,50.745,0
2024-01-01 01:00:00,0.36,62.494,108.54,60.413,0
2024-01-01 02:00:00,0.769,84.339,80.082,36.682,1
2024-01-01 03:00:00,0.371,72.963,108.813,46.289,0
2024-01-01 04:00:00,0.434,70.53,107.846,65.303,0
2024-01-01 05:00:00,0.884,55.539,125.939,57.039,1
2024-01-01 06:00:00,0.725,60.768,114.292,40.62,0
2024-01-01 07:00:00,0.454,77.626,101.994,44.071,0
2024-01-01 08:00:00,0.291,81.06,88.322,48.893,0
2024-01-01 09:00:00,0.623,84.175,135.402,61.378,1
2024-01-01 10:00:00,0.329,69.329,133.444,51.023,1
2024-01-01 11:00:00,0.731,74.534,111.462,51.736,0
2024-01-01 12:00:00,0.878,84.477,108.806,51.302,0
2024-01-01 13:00:00,0.215,84.679,138.029,62.7,1
2024-01-01 14:00:00,0.394,69.642,79.992,56.206,0
2024-01-01 15:00:00,0.385,78.719,122.141,35.649,1
2024-01-01 16:00:00,0.464,74.517,125.862,42.703,1
2024-01-01 17:00:00,0.726,73.722,84.925,43.02,0
2024-01-01 18:00:00,0.797,83.403,87.55,64.131,0
2024-01-01 19:00:00,0.364,66.023,136.977,56.099,1
2024-01-01 20:00:00,0.346,71.967,131.065,48.461,1
2024-01-01 21:00:00,0.632,76.082,135.381,45.092,1
2024-01-01 22:00:00,0.843,67.964,81.846,38.927,1
2024-01-01 23:00:00,0.768,56.451,90.223,64.217,0
2024-01-02 00:00:00,0.813,57.321,81.429,47.739,0
2024-01-02 01:00:00,0.535,81.063,93.712,43.707,0
2024-01-02 02:00:00,0.521,68.74,86.979,44.949,0
2024-01-02 03:00:00,0.553,74.068,118.474,61.189,0
2024-01-02 04:00:00,0.345,78.379,86.632,54.024,0
2024-01-02 05:00:00,0.834,61.209,134.296,54.63,1
2024-01-02 06:00:00,0.597,59.8,115.924,59.797,0
2024-01-02 07:00:00,0.434,57.337,120.176,63.103,1
2024-01-02 08:00:00,0.879,60.014,112.04,40.446,0
2024-01-02 09:00:00,0.733,82.65,106.482,39.314,1
2024-01-02 10:00:00,0.199,69.935,79.158,62.932,0
2024-01-02 11:00:00,0.302,80.81,116.532,55.828,0
2024-01-02 12:00:00,0.607,61.576,77.814,36.266,1
2024-01-02 13:00:00,0.234,78.867,132.07,62.962,1
2024-01-02 14:00:00,0.264,72.376,104.624,52.348,0
2024-01-02 15:00:00,0.798,70.402,138.399,42.546,1
2024-01-02 16:00:00,0.774,60.578,113.87,46.47,0
2024-01-02 17:00:00,0.746,58.316,118.712,40.724,0
2024-01-02 18:00:00,0.231,60.372,101.41,54.159,0
2024-01-02 19:00:00,0.471,68.792,136.7,35.628,1
2024-01-02 20:00:00,0.207,80.519,90.029,37.18,1
2024-01-02 21:00:00,0.634,70.768,73.986,62.366,0
2024-01-02 22:00:00,0.186,75.317,111.905,63.461,0
2024-01-02 23:00:00,0.228,84.632,84.419,54.591,0
2024-01-03 00:00:00,0.8,64.888,123.304,55.7,1
2024-01-03 01:00:00,0.378,64.495,77.628,57.862,0
2024-01-03 02:00:00,0.469,84.046,132.139,52.93,1
2024-01-03 03:00:00,0.235,63.962,129.876,65.848,1
2024-01-03 04:00:00,0.759,68.19,117.279,37.888,1
2024-01-03 05:00:00,0.782,59.412,86.363,39.089,1
2024-01-03 06:00:00,0.178,75.348,93.896,56.553,0
2024-01-03 07:00:00,0.181,79.85,128.002,41.808,1
2024-01-03 08:00:00,0.3,82.495,116.314,62.565,0
2024-01-03 09:00:00,0.774,69.082,108.759,62.757,0
2024-01-03 10:00:00,0.431,55.466,94.131,58.543,0
2024-01-03 11:00:00,0.537,68.318,113.358,39.123,1
2024-01-03 12:00:00,0.583,58.768,72.306,56.378,0
2024-01-03 13:00:00,0.558,66.119,73.708,44.523,0
2024-01-03 14:00:00,0.851,71.859,102.284,59.135,0
2024-01-03 15:00:00,0.608,63.653,120.669,62.303,1
2024-01-03 16:00:00,0.209,82.767,74.076,51.478,0
2024-01-03 17:00:00,0.761,64.74,134.068,63.575,1
2024-01-03 18:00:00,0.257,80.524,122.063,54.826,1
